c2,s,BandGap1,BandGap2,BandGap3,BandGap4,BandGap5,BandGap6,BandGap7
4.5,0.41,2.0853,1.0364,1.5462,1.8282,0.65446,2.1561,0.38144
4.65,0.41,2.1365,1.1086,1.5346,1.9332,0.55286,2.2188,0.56362
4.8,0.41,2.1859,1.1803,1.5193,2.0341,0.44725,2.2693,0.74565
4.95,0.41,2.2336,1.2514,1.5005,2.1307,0.33842,2.3081,0.92641
5.1,0.41,2.2795,1.322,1.4786,2.2231,0.22728,2.3356,1.1049
5.25,0.41,2.3239,1.3919,1.4538,2.3112,0.116,2.3523,1.2802
5.4,0.41,2.3668,1.4611,1.4263,2.3949,0.038655,2.3588,1.4516
5.55,0.41,2.4082,1.5296,1.3964,2.4744,0.13008,2.3557,1.6184
5.7,0.41,2.4482,1.5973,1.3642,2.5496,0.24598,2.3434,1.78
5.85,0.41,2.4869,1.6642,1.33,2.6206,0.36425,2.3227,1.9358
6,0.41,2.5244,1.7303,1.2939,2.6875,0.48328,2.2941,2.0855
6.15,0.41,2.5606,1.7955,1.256,2.7503,0.6025,2.2581,2.2286
6.3,0.41,2.5958,1.8599,1.2166,2.8092,0.72154,2.2153,2.3649
6.45,0.41,2.6298,1.9235,1.1757,2.8643,0.84012,2.1661,2.494
6.6,0.41,2.6628,1.9862,1.1335,2.9156,0.958,2.1111,2.6158
6.75,0.41,2.6948,2.048,1.0901,2.9632,1.075,2.0507,2.7302
6.9,0.41,2.7258,2.109,1.0456,3.0073,1.1909,1.9854,2.837
7.05,0.41,2.756,2.169,1,3.0479,1.3055,1.9155,2.9361
7.2,0.41,2.7852,2.2282,0.95356,3.0853,1.4187,1.8415,3.0276
7.35,0.41,2.8136,2.2865,0.90626,3.1194,1.5304,1.7636,3.1116
7.5,0.41,2.8413,2.344,0.85821,3.1505,1.6404,1.6822,3.188
7.65,0.41,2.8681,2.4006,0.80947,3.1786,1.7487,1.5977,3.2569
7.8,0.41,2.8942,2.4563,0.76011,3.2038,1.855,1.5103,3.3186
7.95,0.41,2.9196,2.5111,0.71019,3.2263,1.9595,1.4203,3.3731
8.1,0.41,2.9443,2.5651,0.65977,3.2461,2.0618,1.328,3.4206
8.25,0.41,2.9683,2.6182,0.60889,3.2633,2.1621,1.2335,3.4613
8.4,0.41,2.9918,2.6705,0.55762,3.2781,2.2603,1.1371,3.4953
8.55,0.41,3.0146,2.722,0.506,3.2906,2.3562,1.039,3.523
8.7,0.41,3.0368,2.7726,0.45406,3.3008,2.4498,0.93935,3.5445
8.85,0.41,3.0585,2.8224,0.40186,3.3089,2.5412,0.8384,3.5601
9,0.41,3.0796,2.8714,0.34942,3.3148,2.6303,0.73628,3.5699
9.15,0.41,3.1002,2.9196,0.29678,3.3188,2.717,0.63314,3.5741
9.3,0.41,3.1203,2.9671,0.24399,3.3209,2.8013,0.52914,3.5731
9.45,0.41,3.1399,3.0137,0.19107,3.3211,2.8833,0.4244,3.5669
9.6,0.41,3.159,3.0596,0.13806,3.3196,2.963,0.31906,3.5559
9.75,0.41,3.1777,3.1047,0.085057,3.3164,3.0402,0.21323,3.5402
9.9,0.41,3.196,3.149,0.032484,3.3116,3.1151,0.10702,3.52
10.05,0.41,3.2138,3.1926,0.023248,3.3052,3.1877,0.00054693,3.4955
10.2,0.41,3.2312,3.2355,0.075492,3.2974,3.2579,0.1061,3.467
10.35,0.41,3.2483,3.2777,0.12857,3.2881,3.3258,0.21283,3.4345
10.5,0.41,3.2649,3.3192,0.18173,3.2774,3.3914,0.31955,3.3984
10.65,0.41,3.2812,3.36,0.23488,3.2655,3.4548,0.42618,3.3587
10.8,0.41,3.2971,3.4,0.28799,3.2522,3.5159,0.53265,3.3156
10.95,0.41,3.3127,3.4395,0.34103,3.2378,3.5748,0.63887,3.2693
11.1,0.41,3.328,3.4782,0.39399,3.2222,3.6316,0.74478,3.22
11.25,0.41,3.3429,3.5163,0.44685,3.2055,3.6862,0.85032,3.1678
11.4,0.41,3.3575,3.5538,0.49959,3.1878,3.7388,0.95541,3.1128
11.55,0.41,3.3719,3.5906,0.5522,3.169,3.7893,1.06,3.0552
11.7,0.41,3.3859,3.6268,0.60468,3.1492,3.8378,1.1641,2.9951
11.85,0.41,3.3996,3.6625,0.65701,3.1285,3.8844,1.2675,2.9327
12,0.41,3.4131,3.6975,0.70918,3.1069,3.9291,1.3703,2.8681
12.15,0.41,3.4263,3.7319,0.76117,3.0844,3.9719,1.4724,2.8014
12.3,0.41,3.4392,3.7657,0.81299,3.0611,4.0128,1.5737,2.7327
12.45,0.41,3.4519,3.799,0.86462,3.0369,4.0521,1.6742,2.6622
12.6,0.41,3.4644,3.8317,0.91605,3.012,4.0895,1.7739,2.5899
12.75,0.41,3.4766,3.8639,0.96728,2.9864,4.1253,1.8727,2.5159
12.9,0.41,3.4886,3.8956,1.0183,2.9601,4.1595,1.9706,2.4405
13.05,0.41,3.5003,3.9267,1.0691,2.9331,4.1921,2.0675,2.3636
13.2,0.41,3.5119,3.9573,1.1197,2.9054,4.2231,2.1635,2.2853
13.35,0.41,3.5232,3.9874,1.17,2.8771,4.2527,2.2584,2.2058
13.5,0.41,3.5343,4.017,1.2201,2.8482,4.2807,2.3523,2.1251
13.65,0.41,3.5452,4.0461,1.27,2.8187,4.3074,2.445,2.0433
13.8,0.41,3.556,4.0748,1.3196,2.7887,4.3327,2.5367,1.9605
13.95,0.41,3.5665,4.103,1.369,2.7582,4.3566,2.6272,1.8768
14.1,0.41,3.5769,4.1307,1.4181,2.7271,4.3793,2.7166,1.7923
14.25,0.41,3.587,4.1579,1.4669,2.6955,4.4007,2.8048,1.7069
14.4,0.41,3.597,4.1848,1.5155,2.6635,4.4209,2.8917,1.6209
14.55,0.41,3.6069,4.2112,1.5638,2.6311,4.4399,2.9774,1.5342
14.7,0.41,3.6165,4.2371,1.6119,2.5982,4.4578,3.0619,1.447
14.85,0.41,3.626,4.2627,1.6596,2.5649,4.4745,3.1451,1.3592
15,0.41,3.6354,4.2879,1.7071,2.5311,4.4902,3.2269,1.271
0.15,0.42,0.64517,0.92932,0.77998,0.21039,0.48352,0.91962,0.88237
0.3,0.42,0.64055,0.7692,0.29275,0.42812,0.80033,0.54992,0.15432
0.45,0.42,0.53577,0.53337,0.0040523,0.53985,0.53142,0.0087771,0.54357
0.6,0.42,0.39692,0.32873,0.12446,0.4323,0.23236,0.23975,0.43119
0.75,0.42,0.24771,0.17055,0.13025,0.26014,0.048417,0.22708,0.20431
0.9,0.42,0.097935,0.055697,0.066264,0.093328,0.013253,0.10093,0.04404
1.05,0.42,0.04813,0.022326,0.037771,0.039868,0.019261,0.048788,0.0033959
1.2,0.42,0.18864,0.069947,0.16265,0.13064,0.11396,0.17271,0.049562
1.35,0.42,0.32287,0.092764,0.29612,0.17909,0.24396,0.24867,0.17167
1.5,0.42,0.45068,0.095455,0.4304,0.18917,0.38911,0.27058,0.3307
1.65,0.42,0.57217,0.08186,0.56059,0.16628,0.53519,0.24117,0.50003
1.8,0.42,0.68759,0.055111,0.68367,0.11605,0.67257,0.16749,0.65993
1.95,0.42,0.79726,0.01775,0.79784,0.043741,0.79505,0.058162,0.79694
2.1,0.42,0.90149,0.028154,0.90212,0.045951,0.89889,0.078161,0.90274
2.25,0.42,1.0006,0.080923,0.99607,0.149,0.98216,0.23358,0.97302
2.4,0.42,1.0949,0.13919,1.0796,0.262,1.0442,0.40125,1.0065
2.55,0.42,1.1848,0.20183,1.1529,0.38213,1.0853,0.5754,1.0041
2.7,0.42,1.2704,0.26793,1.2163,0.50705,1.1062,0.75126,0.96835
2.85,0.42,1.3521,0.33674,1.2703,0.63481,1.1083,0.92494,0.90242
3,0.42,1.43,0.40763,1.3153,0.76386,1.093,1.0933,0.81012
3.15,0.42,1.5045,0.4801,1.3519,0.89288,1.0619,1.2539,0.6953
3.3,0.42,1.5757,0.55371,1.3806,1.0208,1.0167,1.4047,0.56171
3.45,0.42,1.6439,0.62811,1.402,1.1469,0.95894,1.5443,0.41289
3.6,0.42,1.7091,0.70301,1.4166,1.2703,0.89007,1.6715,0.25204
3.75,0.42,1.7717,0.77815,1.425,1.3905,0.81154,1.7856,0.082144
3.9,0.42,1.8316,0.85333,1.4276,1.507,0.72463,1.8861,0.094769
4.05,0.42,1.8892,0.92838,1.4249,1.6197,0.63054,1.9728,0.2756
4.2,0.42,1.9444,1.0031,1.4173,1.728,0.53036,2.0457,0.45886
4.35,0.42,1.9975,1.0775,1.4052,1.8319,0.42509,2.1051,0.64274
4.5,0.42,2.0485,1.1514,1.3891,1.9313,0.31569,2.1512,0.82573
4.65,0.42,2.0976,1.2246,1.3692,2.0259,0.20327,2.1846,1.0065
4.8,0.42,2.1449,1.2972,1.3458,2.1159,0.090545,2.2057,1.1839
4.95,0.42,2.1905,1.369,1.3194,2.2011,0.047317,2.2153,1.357
5.1,0.42,2.2343,1.4401,1.2901,2.2816,0.15764,2.2139,1.5249
5.25,0.42,2.2767,1.5103,1.2581,2.3575,0.27741,2.2022,1.6869
5.4,0.42,2.3175,1.5797,1.2238,2.4287,0.39882,2.1809,1.8423
5.55,0.42,2.357,1.6482,1.1873,2.4954,0.52082,2.1508,1.9906
5.7,0.42,2.395,1.7158,1.1488,2.5578,0.64292,2.1123,2.1314
5.85,0.42,2.4319,1.7824,1.1086,2.6158,0.76472,2.0663,2.2644
6,0.42,2.4674,1.8481,1.0667,2.6697,0.88591,2.0132,2.3894
6.15,0.42,2.5019,1.9128,1.0232,2.7195,1.0062,1.9537,2.506
6.3,0.42,2.5352,1.9766,0.97848,2.7653,1.1254,1.8883,2.6144
6.45,0.42,2.5675,2.0393,0.93248,2.8074,1.2433,1.8176,2.7142
6.6,0.42,2.5987,2.1012,0.88538,2.8459,1.3596,1.742,2.8057
6.75,0.42,2.6291,2.162,0.83726,2.8808,1.4742,1.6619,2.8888
6.9,0.42,2.6584,2.2218,0.78824,2.9124,1.587,1.5778,2.9637
7.05,0.42,2.6869,2.2807,0.73839,2.9407,1.6978,1.4901,3.0305
7.2,0.42,2.7146,2.3386,0.68781,2.966,1.8065,1.3992,3.0893
7.35,0.42,2.7415,2.3956,0.63657,2.9882,1.913,1.3053,3.1404
7.5,0.42,2.7676,2.4516,0.58474,3.0076,2.0171,1.2088,3.184
7.65,0.42,2.7929,2.5066,0.53239,3.0242,2.1189,1.11,3.2203
7.8,0.42,2.8176,2.5607,0.47958,3.0382,2.2183,1.0091,3.2495
7.95,0.42,2.8415,2.6139,0.42636,3.0498,2.3151,0.90641,3.272
8.1,0.42,2.8648,2.6661,0.37278,3.0589,2.4094,0.80218,3.2879
8.25,0.42,2.8875,2.7174,0.3189,3.0657,2.5011,0.69659,3.2975
8.4,0.42,2.9096,2.7679,0.26476,3.0704,2.5901,0.58984,3.3011
8.55,0.42,2.9311,2.8174,0.2104,3.0729,2.6765,0.48213,3.2989
8.7,0.42,2.9521,2.866,0.15585,3.0735,2.7603,0.37362,3.2913
8.85,0.42,2.9725,2.9138,0.10116,3.0721,2.8413,0.26448,3.2783
9,0.42,2.9924,2.9607,0.046366,3.0689,2.9198,0.15485,3.2603
9.15,0.42,3.0118,3.0068,0.0085918,3.0639,2.9955,0.044868,3.2375
9.3,0.42,3.0307,3.0521,0.063476,3.0573,3.0687,0.065333,3.2101
9.45,0.42,3.0492,3.0965,0.11844,3.0491,3.1392,0.17563,3.1784
9.6,0.42,3.0672,3.1401,0.1734,3.0393,3.2071,0.28592,3.1425
9.75,0.42,3.0848,3.1829,0.22834,3.0281,3.2725,0.3961,3.1027
9.9,0.42,3.102,3.225,0.28324,3.0155,3.3354,0.50606,3.0591
10.05,0.42,3.1188,3.2662,0.33807,3.0015,3.3958,0.61571,3.012
10.2,0.42,3.1352,3.3068,0.39282,2.9862,3.4537,0.72497,2.9615
10.35,0.42,3.1513,3.3465,0.44747,2.9697,3.5093,0.83376,2.9078
10.5,0.42,3.1669,3.3856,0.502,2.9521,3.5625,0.94201,2.8511
10.65,0.42,3.1823,3.4239,0.55639,2.9333,3.6134,1.0496,2.7915
10.8,0.42,3.1973,3.4616,0.61064,2.9134,3.662,1.1566,2.7293
10.95,0.42,3.2119,3.4985,0.66472,2.8925,3.7085,1.2628,2.6645
11.1,0.42,3.2263,3.5348,0.71863,2.8706,3.7529,1.3682,2.5973
11.25,0.42,3.2404,3.5704,0.77236,2.8478,3.7951,1.4727,2.5279
11.4,0.42,3.2541,3.6053,0.82588,2.824,3.8354,1.5763,2.4563
11.55,0.42,3.2676,3.6396,0.8792,2.7994,3.8737,1.679,2.3828
11.7,0.42,3.2808,3.6733,0.93229,2.7739,3.9101,1.7806,2.3074
11.85,0.42,3.2937,3.7064,0.98516,2.7477,3.9446,1.8813,2.2304
12,0.42,3.3064,3.7389,1.0378,2.7206,3.9773,1.9808,2.1517
12.15,0.42,3.3189,3.7707,1.0902,2.6929,4.0083,2.0792,2.0715
12.3,0.42,3.331,3.802,1.1423,2.6644,4.0375,2.1764,1.99
12.45,0.42,3.343,3.8328,1.1942,2.6353,4.0652,2.2724,1.9072
12.6,0.42,3.3547,3.8629,1.2458,2.6055,4.0912,2.3672,1.8232
12.75,0.42,3.3662,3.8926,1.2971,2.5751,4.1157,2.4608,1.7382
12.9,0.42,3.3775,3.9217,1.3482,2.5441,4.1387,2.5531,1.6522
13.05,0.42,3.3886,3.9503,1.3989,2.5126,4.1603,2.644,1.5654
13.2,0.42,3.3994,3.9783,1.4494,2.4805,4.1805,2.7337,1.4778
13.35,0.42,3.4101,4.0059,1.4996,2.4479,4.1993,2.8219,1.3896
13.5,0.42,3.4206,4.033,1.5495,2.4148,4.2168,2.9088,1.3009
13.65,0.42,3.4309,4.0596,1.5991,2.3812,4.233,2.9943,1.2116
13.8,0.42,3.441,4.0857,1.6483,2.3472,4.2481,3.0784,1.1221
13.95,0.42,3.4509,4.1114,1.6973,2.3128,4.2619,3.1611,1.0324
14.1,0.42,3.4607,4.1366,1.7459,2.2779,4.2746,3.2424,0.94259
14.25,0.42,3.4703,4.1614,1.7943,2.2426,4.2861,3.3222,0.85293
14.4,0.42,3.4797,4.1858,1.8423,2.207,4.2966,3.4005,0.76362
14.55,0.42,3.489,4.2097,1.8899,2.171,4.306,3.4774,0.67499
14.7,0.42,3.4981,4.2332,1.9373,2.1346,4.3145,3.5528,0.58749
14.85,0.42,3.507,4.2564,1.9843,2.098,4.3219,3.6268,0.50187
15,0.42,3.5159,4.2791,2.031,2.061,4.3284,3.6993,0.4194
0.15,0.43,0.66592,0.9447,0.74903,0.12552,0.57917,0.9488,0.82096
0.3,0.43,0.65675,0.76087,0.23252,0.50185,0.80861,0.45112,0.29987
0.45,0.43,0.54642,0.51603,0.05756,0.57477,0.48306,0.1129,0.59336
0.6,0.43,0.40312,0.31144,0.16184,0.43828,0.17559,0.30023,0.40804
0.75,0.43,0.25072,0.15799,0.151,0.25355,0.0084322,0.24771,0.16416
0.9,0.43,0.098842,0.050262,0.073274,0.087541,0.028807,0.10214,0.023048
1.05,0.43,0.048457,0.019499,0.04061,0.035845,0.026174,0.046388,0.0074866
1.2,0.43,0.18951,0.058455,0.17146,0.1115,0.13688,0.15385,0.089155
1.35,0.43,0.32374,0.072639,0.30742,0.14225,0.275,0.20419,0.2286
1.5,0.43,0.4511,0.066983,0.44122,0.13402,0.4205,0.19663,0.39081
1.65,0.43,0.5718,0.045471,0.56846,0.093484,0.56001,0.13787,0.54942
1.8,0.43,0.68614,0.011306,0.68658,0.027089,0.68501,0.037647,0.6866
1.95,0.43,0.79448,0.032937,0.79418,0.059437,0.79047,0.093813,0.79146
2.1,0.43,0.8972,0.085191,0.89062,0.16119,0.87381,0.24706,0.85849
2.25,0.43,0.99465,0.14379,0.97576,0.27408,0.93415,0.41391,0.88612
2.4,0.43,1.0872,0.20739,1.0498,0.39473,0.97175,0.58755,0.87554
2.55,0.43,1.1751,0.27489,1.1131,0.5204,0.98766,0.76243,0.8297
2.7,0.43,1.2587,0.34541,1.1661,0.64886,0.9834,0.93413,0.75258
2.85,0.43,1.3384,0.41822,1.2096,0.77831,0.96074,1.0992,0.64856
3,0.43,1.4142,0.49274,1.2441,0.90728,0.92155,1.2548,0.52213
3.15,0.43,1.4866,0.56847,1.2702,1.0346,0.86771,1.399,0.37755
3.3,0.43,1.5556,0.64501,1.2886,1.1594,0.80103,1.5303,0.21892
3.45,0.43,1.6216,0.72202,1.2998,1.2809,0.72319,1.6476,0.05204
3.6,0.43,1.6846,0.79924,1.3046,1.3984,0.63577,1.7504,0.13045
3.75,0.43,1.745,0.87644,1.3034,1.5117,0.5402,1.8383,0.3118
3.9,0.43,1.8027,0.95341,1.2967,1.6202,0.43777,1.9113,0.49621
4.05,0.43,1.8581,1.03,1.285,1.7239,0.32967,1.9697,0.68108
4.2,0.43,1.9112,1.1061,1.2688,1.8224,0.21704,2.0137,0.86455
4.35,0.43,1.9621,1.1816,1.2484,1.9158,0.1014,2.044,1.045
4.5,0.43,2.011,1.2563,1.2243,2.0039,0.028754,2.0612,1.2211
4.65,0.43,2.058,1.3303,1.1967,2.0869,0.14377,2.066,1.3918
4.8,0.43,2.1032,1.4034,1.1661,2.1646,0.26667,2.0591,1.5559
4.95,0.43,2.1467,1.4757,1.1326,2.2372,0.39103,2.0413,1.7129
5.1,0.43,2.1886,1.547,1.0966,2.3048,0.51603,2.0134,1.8619
5.25,0.43,2.2289,1.6173,1.0582,2.3675,0.64115,1.9762,2.0024
5.4,0.43,2.2678,1.6866,1.0178,2.4254,0.76597,1.9304,2.1341
5.55,0.43,2.3053,1.7548,0.97542,2.4788,0.89012,1.8767,2.2567
5.7,0.43,2.3416,1.8221,0.93136,2.5276,1.0133,1.8158,2.37
5.85,0.43,2.3765,1.8883,0.88574,2.5722,1.1351,1.7484,2.4738
6,0.43,2.4103,1.9534,0.83873,2.6126,1.2555,1.675,2.5683
6.15,0.43,2.4429,2.0174,0.79045,2.6491,1.374,1.5962,2.6534
6.3,0.43,2.4745,2.0804,0.74105,2.6817,1.4906,1.5126,2.7292
6.45,0.43,2.5051,2.1423,0.69063,2.7108,1.6051,1.4247,2.796
6.6,0.43,2.5347,2.2031,0.63931,2.7363,1.7173,1.3329,2.854
6.75,0.43,2.5633,2.2629,0.58718,2.7586,1.827,1.2376,2.9034
6.9,0.43,2.5911,2.3216,0.53433,2.7776,1.9342,1.1393,2.9445
7.05,0.43,2.618,2.3792,0.48085,2.7937,2.0388,1.0383,2.9776
7.2,0.43,2.6442,2.4358,0.42681,2.8069,2.1406,0.93494,3.0029
7.35,0.43,2.6695,2.4914,0.37229,2.8174,2.2396,0.82956,3.0209
7.5,0.43,2.6941,2.546,0.31734,2.8252,2.3357,0.72244,3.0318
7.65,0.43,2.718,2.5995,0.26203,2.8306,2.429,0.61384,3.036
7.8,0.43,2.7412,2.652,0.20641,2.8336,2.5193,0.50403,3.0337
7.95,0.43,2.7638,2.7036,0.15053,2.8344,2.6066,0.39321,3.0253
8.1,0.43,2.7858,2.7541,0.094448,2.833,2.691,0.28162,3.011
8.25,0.43,2.8071,2.8037,0.0382,2.8296,2.7724,0.16944,2.9912
8.4,0.43,2.8279,2.8524,0.018187,2.8243,2.8508,0.056855,2.9661
8.55,0.43,2.8481,2.9001,0.074645,2.8171,2.9263,0.055964,2.936
8.7,0.43,2.8678,2.9469,0.13116,2.8081,2.9988,0.16886,2.9012
8.85,0.43,2.887,2.9928,0.1877,2.7975,3.0685,0.2817,2.8619
9,0.43,2.9058,3.0378,0.24423,2.7853,3.1353,0.39433,2.8184
9.15,0.43,2.924,3.082,0.30072,2.7716,3.1993,0.50664,2.7708
9.3,0.43,2.9418,3.1252,0.35716,2.7564,3.2605,0.61851,2.7195
9.45,0.43,2.9591,3.1677,0.4135,2.7398,3.319,0.72984,2.6646
9.6,0.43,2.9761,3.2093,0.46974,2.722,3.3749,0.84053,2.6064
9.75,0.43,2.9926,3.25,0.52585,2.7028,3.4281,0.95048,2.545
9.9,0.43,3.0087,3.29,0.58181,2.6825,3.4788,1.0596,2.4807
10.05,0.43,3.0245,3.3292,0.6376,2.661,3.5271,1.1678,2.4135
10.2,0.43,3.0399,3.3677,0.69322,2.6385,3.5729,1.2751,2.3438
10.35,0.43,3.055,3.4053,0.74863,2.6149,3.6164,1.3813,2.2717
10.5,0.43,3.0697,3.4423,0.80383,2.5903,3.6576,1.4864,2.1973
10.65,0.43,3.0841,3.4785,0.85881,2.5648,3.6965,1.5904,2.1209
10.8,0.43,3.0982,3.514,0.91354,2.5383,3.7334,1.6931,2.0425
10.95,0.43,3.1119,3.5488,0.96803,2.511,3.7681,1.7945,1.9623
11.1,0.43,3.1254,3.5829,1.0223,2.4829,3.8008,1.8947,1.8805
11.25,0.43,3.1386,3.6164,1.0762,2.454,3.8316,1.9935,1.7972
11.4,0.43,3.1515,3.6492,1.1299,2.4243,3.8605,2.0909,1.7126
11.55,0.43,3.1642,3.6813,1.1832,2.3939,3.8876,2.1869,1.6267
11.7,0.43,3.1766,3.7129,1.2363,2.3628,3.9129,2.2814,1.5398
11.85,0.43,3.1887,3.7438,1.2891,2.3311,3.9365,2.3744,1.452
12,0.43,3.2006,3.7741,1.3416,2.2988,3.9584,2.466,1.3634
12.15,0.43,3.2123,3.8038,1.3937,2.2658,3.9787,2.556,1.2742
12.3,0.43,3.2237,3.833,1.4455,2.2323,3.9976,2.6444,1.1845
12.45,0.43,3.2349,3.8616,1.497,2.1983,4.0149,2.7313,1.0945
12.6,0.43,3.2459,3.8897,1.5481,2.1637,4.0308,2.8166,1.0045
12.75,0.43,3.2567,3.9172,1.5989,2.1286,4.0453,2.9003,0.91461
12.9,0.43,3.2673,3.9442,1.6494,2.0931,4.0585,2.9824,0.82528
13.05,0.43,3.2777,3.9707,1.6995,2.0571,4.0703,3.0629,0.73691
13.2,0.43,3.2879,3.9966,1.7492,2.0207,4.081,3.1418,0.65012
13.35,0.43,3.2979,4.0221,1.7986,1.9839,4.0904,3.2191,0.56587
13.5,0.43,3.3078,4.0471,1.8476,1.9468,4.0986,3.2948,0.48569
13.65,0.43,3.3174,4.0717,1.8963,1.9092,4.1057,3.3688,0.41212
13.8,0.43,3.3269,4.0958,1.9445,1.8713,4.1118,3.4413,0.34952
13.95,0.43,3.3363,4.1194,1.9925,1.8331,4.1167,3.5121,0.30476
14.1,0.43,3.3454,4.1426,2.04,1.7946,4.1207,3.5814,0.28636
14.25,0.43,3.3544,4.1654,2.0871,1.7558,4.1236,3.649,0.29912
14.4,0.43,3.3633,4.1877,2.1339,1.7166,4.1257,3.7151,0.33943
14.55,0.43,3.372,4.2097,2.1803,1.6773,4.1267,3.7797,0.39886
14.7,0.43,3.3806,4.2313,2.2264,1.6377,4.1269,3.8426,0.47004
14.85,0.43,3.389,4.2524,2.272,1.5978,4.1262,3.9041,0.54824
15,0.43,3.3973,4.2732,2.3172,1.5577,4.1247,3.964,0.63066
0.15,0.44,0.68712,0.9599,0.71273,0.03852,0.66892,0.95864,0.7327
0.3,0.44,0.67297,0.75121,0.16971,0.56898,0.80171,0.33411,0.43871
0.45,0.44,0.55684,0.4972,0.11126,0.60138,0.42351,0.21695,0.62013
0.6,0.44,0.40903,0.29303,0.19822,0.43758,0.11423,0.35228,0.36684
0.75,0.44,0.25352,0.14481,0.17058,0.24299,0.032032,0.26022,0.11626
0.9,0.44,0.099655,0.044625,0.079657,0.080375,0.043696,0.099794,0.00092169
1.05,0.44,0.048735,0.016598,0.043083,0.031258,0.032431,0.042336,0.017996
1.2,0.44,0.19018,0.046778,0.17868,0.09061,0.15629,0.12951,0.12422
1.35,0.44,0.32427,0.05238,0.31582,0.10325,0.2989,0.15268,0.27384
1.5,0.44,0.45107,0.038574,0.44783,0.076922,0.44096,0.11645,0.43081
1.65,0.44,0.57085,0.0094637,0.57089,0.019487,0.5703,0.031264,0.57048
1.8,0.44,0.68401,0.031699,0.68292,0.061947,0.67981,0.090924,0.67787
1.95,0.44,0.79095,0.082333,0.78294,0.1613,0.7658,0.23876,0.74538
2.1,0.44,0.89208,0.14039,0.87068,0.27355,0.82693,0.40237,0.7707
2.25,0.44,0.98781,0.20423,0.94631,0.3946,0.86341,0.57361,0.75512
2.4,0.44,1.0785,0.27254,1.0102,0.52116,0.87643,0.74593,0.70213
2.55,0.44,1.1645,0.34426,1.0631,0.6506,0.86776,0.91422,0.61643
2.7,0.44,1.2461,0.41856,1.1056,0.78083,0.83948,1.0745,0.50318
2.85,0.44,1.3237,0.49473,1.1384,0.91019,0.79378,1.2239,0.3676
3,0.44,1.3975,0.57222,1.1624,1.0374,0.73283,1.3602,0.21488
3.15,0.44,1.4677,0.65056,1.1781,1.1613,0.65867,1.482,0.054779
3.3,0.44,1.5346,0.72939,1.1864,1.2813,0.57323,1.5883,0.13376
3.45,0.44,1.5984,0.80839,1.1878,1.3967,0.47825,1.6788,0.31406
3.6,0.44,1.6593,0.88732,1.1831,1.507,0.3753,1.7532,0.49881
3.75,0.44,1.7175,0.96595,1.1727,1.6119,0.26579,1.8119,0.68428
3.9,0.44,1.7732,1.0441,1.1571,1.7112,0.15101,1.8552,0.86812
4.05,0.44,1.8264,1.1217,1.137,1.8047,0.032689,1.8837,1.0484
4.2,0.44,1.8774,1.1986,1.1127,1.8925,0.09098,1.8983,1.2235
4.35,0.44,1.9263,1.2746,1.0846,1.9745,0.21552,1.8996,1.392
4.5,0.44,1.9731,1.3498,1.0531,2.0507,0.34184,1.8886,1.553
4.65,0.44,2.0181,1.424,1.0185,2.1213,0.46916,1.866,1.7054
4.8,0.44,2.0613,1.4971,0.9811,2.1864,0.59688,1.8329,1.8486
4.95,0.44,2.1029,1.5693,0.94123,2.2461,0.72448,1.7901,1.982
5.1,0.44,2.1428,1.6403,0.89912,2.3007,0.85148,1.7383,2.1053
5.25,0.44,2.1813,1.7103,0.85498,2.3502,0.9775,1.6784,2.2181
5.4,0.44,2.2183,1.7791,0.80903,2.3949,1.1022,1.6111,2.3205
5.55,0.44,2.254,1.8468,0.76146,2.4349,1.2252,1.5372,2.4124
5.7,0.44,2.2884,1.9133,0.71243,2.4706,1.3463,1.4574,2.4939
5.85,0.44,2.3216,1.9786,0.66211,2.502,1.4652,1.3721,2.5651
6,0.44,2.3536,2.0428,0.61062,2.5294,1.5817,1.2821,2.6263
6.15,0.44,2.3846,2.1059,0.55812,2.553,1.6956,1.1879,2.6778
6.3,0.44,2.4145,2.1678,0.5047,2.573,1.8068,1.09,2.72
6.45,0.44,2.4434,2.2285,0.45048,2.5895,1.9152,0.98876,2.7531
6.6,0.44,2.4714,2.2881,0.39557,2.6028,2.0206,0.88472,2.7775
6.75,0.44,2.4985,2.3466,0.34004,2.613,2.1229,0.77825,2.7937
6.9,0.44,2.5248,2.4039,0.28399,2.6202,2.2221,0.6697,2.802
7.05,0.44,2.5502,2.4601,0.22749,2.6247,2.318,0.55943,2.8028
7.2,0.44,2.5749,2.5153,0.17061,2.6265,2.4108,0.44774,2.7965
7.35,0.44,2.5988,2.5693,0.11343,2.6258,2.5002,0.33493,2.7835
7.5,0.44,2.622,2.6223,0.056058,2.6228,2.5864,0.22125,2.7641
7.65,0.44,2.6445,2.6742,0.0050592,2.6175,2.6693,0.10695,2.7386
7.8,0.44,2.6664,2.7251,0.059836,2.6101,2.749,0.0077295,2.7075
7.95,0.44,2.6877,2.7749,0.11769,2.6007,2.8253,0.12259,2.6709
8.1,0.44,2.7083,2.8238,0.17566,2.5894,2.8985,0.23744,2.6294
8.25,0.44,2.7284,2.8716,0.23368,2.5763,2.9684,0.3521,2.5831
8.4,0.44,2.748,2.9185,0.2917,2.5615,3.0353,0.4664,2.5323
8.55,0.44,2.767,2.9645,0.34967,2.5451,3.099,0.58018,2.4773
