c2,s,BandGap1,BandGap2,BandGap3,BandGap4,BandGap5,BandGap6,BandGap7
8.7,0.44,2.7855,3.0094,0.40758,2.5271,3.1597,0.69332,2.4184
8.85,0.44,2.8035,3.0535,0.46538,2.5077,3.2175,0.80567,2.3558
9,0.44,2.8211,3.0967,0.52306,2.4869,3.2723,0.91713,2.2897
9.15,0.44,2.8382,3.1389,0.58058,2.4648,3.3243,1.0276,2.2205
9.3,0.44,2.8549,3.1803,0.63793,2.4415,3.3736,1.1369,2.1483
9.45,0.44,2.8712,3.2209,0.69508,2.4169,3.4202,1.245,2.0734
9.6,0.44,2.8871,3.2606,0.75202,2.3913,3.4642,1.3518,1.9958
9.75,0.44,2.9026,3.2995,0.80872,2.3646,3.5057,1.4573,1.916
9.9,0.44,2.9177,3.3376,0.86517,2.3368,3.5447,1.5613,1.8339
10.05,0.44,2.9325,3.3749,0.92135,2.3081,3.5813,1.6638,1.7499
10.2,0.44,2.947,3.4114,0.97725,2.2785,3.6157,1.7648,1.6641
10.35,0.44,2.9611,3.4472,1.0329,2.2481,3.6479,1.8641,1.5767
10.5,0.44,2.9749,3.4822,1.0882,2.2168,3.6779,1.9618,1.4879
10.65,0.44,2.9883,3.5165,1.1431,2.1847,3.7058,2.0578,1.3978
10.8,0.44,3.0015,3.5502,1.1978,2.1519,3.7318,2.152,1.3067
10.95,0.44,3.0144,3.5831,1.2521,2.1184,3.7558,2.2445,1.2146
11.1,0.44,3.027,3.6154,1.3061,2.0842,3.778,2.3352,1.1219
11.25,0.44,3.0394,3.6469,1.3597,2.0493,3.7984,2.424,1.0287
11.4,0.44,3.0515,3.6779,1.4129,2.0139,3.8171,2.511,0.93533
11.55,0.44,3.0633,3.7082,1.4658,1.9779,3.8341,2.5962,0.84208
11.7,0.44,3.0749,3.7379,1.5182,1.9413,3.8495,2.6795,0.74939
11.85,0.44,3.0863,3.7671,1.5703,1.9043,3.8634,2.761,0.65783
12,0.44,3.0974,3.7956,1.6221,1.8667,3.8758,2.8406,0.56832
12.15,0.44,3.1083,3.8235,1.6734,1.8287,3.8867,2.9183,0.48233
12.3,0.44,3.119,3.8509,1.7243,1.7902,3.8963,2.9942,0.40241
12.45,0.44,3.1295,3.8778,1.7748,1.7514,3.9045,3.0682,0.33323
12.6,0.44,3.1398,3.9041,1.8249,1.7121,3.9114,3.1404,0.28296
12.75,0.44,3.1499,3.9299,1.8746,1.6725,3.9171,3.2108,0.26279
12.9,0.44,3.1598,3.9551,1.9238,1.6325,3.9216,3.2794,0.27926
13.05,0.44,3.1696,3.9799,1.9727,1.5922,3.9249,3.3461,0.32678
13.2,0.44,3.1791,4.0042,2.0211,1.5516,3.9271,3.4112,0.3941
13.35,0.44,3.1885,4.028,2.0691,1.5107,3.9283,3.4744,0.47266
13.5,0.44,3.1977,4.0514,2.1167,1.4695,3.9283,3.536,0.55752
13.65,0.44,3.2067,4.0743,2.1639,1.428,3.9274,3.5958,0.646
13.8,0.44,3.2156,4.0968,2.2106,1.3863,3.9255,3.654,0.73658
13.95,0.44,3.2243,4.1188,2.2569,1.3444,3.9226,3.7106,0.82835
14.1,0.44,3.2329,4.1404,2.3028,1.3023,3.9189,3.7655,0.92075
14.25,0.44,3.2413,4.1616,2.3482,1.26,3.9142,3.8189,1.0134
14.4,0.44,3.2496,4.1824,2.3932,1.2175,3.9087,3.8707,1.106
14.55,0.44,3.2578,4.2028,2.4378,1.1749,3.9024,3.9209,1.1985
14.7,0.44,3.2658,4.2229,2.4819,1.132,3.8952,3.9697,1.2905
14.85,0.44,3.2737,4.2425,2.5256,1.0891,3.8873,4.0171,1.3821
15,0.44,3.2814,4.2618,2.5689,1.046,3.8786,4.063,1.4731
0.15,0.45,0.70864,0.97306,0.67069,0.052049,0.75183,0.95326,0.61867
0.3,0.45,0.68915,0.73975,0.10457,0.62921,0.77919,0.20289,0.56524
0.45,0.45,0.567,0.47693,0.16478,0.61901,0.35377,0.3179,0.62189
0.6,0.45,0.41466,0.27364,0.23329,0.42991,0.049584,0.39429,0.30909
0.75,0.45,0.25609,0.13108,0.1888,0.22852,0.071981,0.26422,0.062784
0.9,0.45,0.10037,0.038811,0.085353,0.071921,0.057558,0.093988,0.021289
1.05,0.45,0.048964,0.013631,0.04517,0.026184,0.037878,0.036775,0.027625
1.2,0.45,0.19067,0.034934,0.18426,0.068394,0.1717,0.10054,0.15309
1.35,0.45,0.32447,0.031991,0.3213,0.06291,0.3151,0.095819,0.30532
1.5,0.45,0.45057,0.010196,0.4503,0.019155,0.45003,0.032583,0.44912
1.65,0.45,0.56932,0.026247,0.56805,0.054023,0.56594,0.075458,0.56286
1.8,0.45,0.68119,0.074053,0.67299,0.149,0.65734,0.21463,0.63531
1.95,0.45,0.78664,0.13065,0.76459,0.25948,0.72201,0.37289,0.66263
2.1,0.45,0.88612,0.19402,0.84295,0.3804,0.75992,0.54034,0.64584
2.25,0.45,0.98006,0.26257,0.90853,0.50773,0.77234,0.70912,0.58891
2.4,0.45,1.0689,0.33503,0.96203,0.63833,0.76129,0.87319,0.49733
2.55,0.45,1.1529,0.41039,1.0043,0.7697,0.72921,1.028,0.37715
2.7,0.45,1.2325,0.48785,1.0361,0.89993,0.67862,1.1704,0.2346
2.85,0.45,1.3081,0.56675,1.0583,1.0275,0.61201,1.298,0.078137
3,0.45,1.3797,0.64657,1.0718,1.1513,0.53175,1.4094,0.10547
3.15,0.45,1.4479,0.72689,1.0774,1.2704,0.44,1.5039,0.28369
3.3,0.45,1.5127,0.80736,1.0758,1.3842,0.33869,1.5811,0.46839
3.45,0.45,1.5744,0.8877,1.0678,1.4923,0.22959,1.6413,0.65454
3.6,0.45,1.6332,0.96768,1.0539,1.5942,0.11422,1.6849,0.83917
3.75,0.45,1.6893,1.0471,1.0347,1.6899,0.0061386,1.7126,1.0199
3.9,0.45,1.7429,1.1259,1.0109,1.7792,0.13007,1.7253,1.1948
4.05,0.45,1.7941,1.2038,0.98275,1.8621,0.25676,1.7238,1.3623
4.2,0.45,1.8431,1.2808,0.95084,1.9387,0.38524,1.7091,1.5211
4.35,0.45,1.89,1.3568,0.91553,2.009,0.5147,1.6823,1.6701
4.5,0.45,1.9349,1.4317,0.87716,2.0733,0.64448,1.6444,1.8087
4.65,0.45,1.978,1.5055,0.83607,2.1316,0.77395,1.5963,1.9361
4.8,0.45,2.0193,1.5781,0.79254,2.1843,0.90259,1.5389,2.0522
4.95,0.45,2.059,1.6496,0.74684,2.2315,1.03,1.4733,2.1566
5.1,0.45,2.0971,1.7199,0.6992,2.2734,1.1556,1.4001,2.2494
5.25,0.45,2.1337,1.7889,0.64985,2.3104,1.2793,1.3202,2.3306
5.4,0.45,2.169,1.8567,0.59896,2.3425,1.4006,1.2344,2.4005
5.55,0.45,2.203,1.9232,0.54673,2.3701,1.5193,1.1432,2.4593
5.7,0.45,2.2357,1.9885,0.49331,2.3935,1.6353,1.0474,2.5074
5.85,0.45,2.2673,2.0525,0.43884,2.4127,1.7482,0.94749,2.5451
6,0.45,2.2977,2.1153,0.38347,2.4282,1.858,0.84406,2.573
6.15,0.45,2.3271,2.1769,0.3273,2.4399,1.9644,0.7376,2.5914
6.3,0.45,2.3555,2.2373,0.27045,2.4483,2.0675,0.62857,2.6009
6.45,0.45,2.3829,2.2964,0.21303,2.4534,2.1672,0.51739,2.6019
6.6,0.45,2.4094,2.3544,0.15515,2.4554,2.2633,0.40446,2.5948
6.75,0.45,2.435,2.4111,0.096961,2.4546,2.3558,0.29014,2.5802
6.9,0.45,2.4599,2.4667,0.039,2.4511,2.4447,0.17477,2.5584
7.05,0.45,2.4839,2.5212,0.023417,2.445,2.5301,0.058636,2.5299
7.2,0.45,2.5072,2.5745,0.081051,2.4365,2.6119,0.057961,2.4951
7.35,0.45,2.5298,2.6267,0.14015,2.4258,2.6901,0.17477,2.4543
7.5,0.45,2.5517,2.6778,0.19949,2.4129,2.7647,0.29154,2.408
7.65,0.45,2.5729,2.7278,0.25893,2.398,2.8359,0.40805,2.3565
7.8,0.45,2.5936,2.7768,0.3184,2.3811,2.9037,0.5241,2.3001
7.95,0.45,2.6136,2.8247,0.37783,2.3625,2.968,0.6395,2.2393
8.1,0.45,2.6331,2.8716,0.4372,2.3422,3.0291,0.75408,2.1742
8.25,0.45,2.652,2.9175,0.49646,2.3204,3.087,0.86767,2.1051
8.4,0.45,2.6704,2.9625,0.55559,2.297,3.1417,0.98013,2.0325
8.55,0.45,2.6883,3.0064,0.61454,2.2722,3.1933,1.0913,1.9565
8.7,0.45,2.7057,3.0495,0.67329,2.246,3.242,1.2011,1.8773
8.85,0.45,2.7227,3.0916,0.73182,2.2186,3.2878,1.3094,1.7953
9,0.45,2.7392,3.1328,0.79011,2.19,3.3308,1.4161,1.7107
9.15,0.45,2.7553,3.1731,0.84812,2.1602,3.3711,1.5211,1.6236
9.3,0.45,2.771,3.2125,0.90585,2.1294,3.4087,1.6244,1.5344
9.45,0.45,2.7863,3.2512,0.96327,2.0976,3.4439,1.7257,1.4432
9.6,0.45,2.8012,3.2889,1.0204,2.0648,3.4766,1.8252,1.3502
9.75,0.45,2.8157,3.3259,1.0771,2.0312,3.5069,1.9226,1.2557
9.9,0.45,2.8299,3.3621,1.1335,1.9966,3.535,2.0181,1.1598
10.05,0.45,2.8438,3.3975,1.1896,1.9613,3.5608,2.1114,1.0628
10.2,0.45,2.8573,3.4322,1.2452,1.9253,3.5846,2.2027,0.96476
10.35,0.45,2.8706,3.4661,1.3005,1.8885,3.6063,2.2918,0.86606
10.5,0.45,2.8835,3.4993,1.3553,1.851,3.6261,2.3788,0.76693
10.65,0.45,2.8961,3.5319,1.4098,1.8129,3.644,2.4636,0.66773
10.8,0.45,2.9085,3.5637,1.4638,1.7742,3.6601,2.5462,0.56896
10.95,0.45,2.9205,3.5948,1.5174,1.735,3.6745,2.6267,0.47144
11.1,0.45,2.9324,3.6254,1.5706,1.6952,3.6871,2.705,0.37666
11.25,0.45,2.9439,3.6552,1.6233,1.6549,3.6982,2.781,0.28791
11.4,0.45,2.9552,3.6845,1.6756,1.6141,3.7077,2.855,0.21337
11.55,0.45,2.9663,3.7131,1.7274,1.5729,3.7157,2.9268,0.17297
11.7,0.45,2.9772,3.7412,1.7788,1.5313,3.7223,2.9964,0.19002
11.85,0.45,2.9878,3.7686,1.8297,1.4893,3.7275,3.064,0.25313
12,0.45,2.9982,3.7955,1.8802,1.4469,3.7313,3.1295,0.33723
12.15,0.45,3.0084,3.8219,1.9302,1.4042,3.7339,3.1929,0.42997
12.3,0.45,3.0184,3.8477,1.9797,1.3612,3.7352,3.2544,0.5266
12.45,0.45,3.0283,3.873,2.0287,1.3178,3.7353,3.3138,0.62507
12.6,0.45,3.0379,3.8978,2.0773,1.2742,3.7342,3.3714,0.7244
12.75,0.45,3.0473,3.9221,2.1253,1.2303,3.7321,3.427,0.82403
12.9,0.45,3.0566,3.9459,2.1729,1.1862,3.7288,3.4808,0.92362
13.05,0.45,3.0657,3.9692,2.22,1.1419,3.7245,3.5327,1.0229
13.2,0.45,3.0746,3.9921,2.2667,1.0974,3.7192,3.5829,1.1218
13.35,0.45,3.0833,4.0145,2.3128,1.0526,3.713,3.6313,1.2201
13.5,0.45,3.0919,4.0365,2.3585,1.0077,3.7058,3.6781,1.3178
13.65,0.45,3.1004,4.058,2.4037,0.9627,3.6976,3.7232,1.4146
13.8,0.45,3.1087,4.0792,2.4484,0.91751,3.6886,3.7668,1.5107
13.95,0.45,3.1168,4.0999,2.4926,0.87219,3.6788,3.8087,1.6058
14.1,0.45,3.1248,4.1202,2.5364,0.82676,3.6681,3.8492,1.7
14.25,0.45,3.1327,4.1401,2.5796,0.78123,3.6566,3.8882,1.7931
14.4,0.45,3.1404,4.1597,2.6224,0.73561,3.6443,3.9258,1.8852
14.55,0.45,3.148,4.1789,2.6647,0.68991,3.6313,3.9619,1.9761
14.7,0.45,3.1555,4.1977,2.7065,0.64415,3.6175,3.9968,2.0659
14.85,0.45,3.1629,4.2161,2.7479,0.59834,3.603,4.0303,2.1545
15,0.45,3.1701,4.2343,2.7888,0.55248,3.5879,4.0626,2.2419
0.15,0.46,0.7304,0.98243,0.62266,0.1475,0.82679,0.93584,0.48092
0.3,0.46,0.70519,0.72568,0.037366,0.68303,0.74096,0.06303,0.67383
0.45,0.46,0.57685,0.45501,0.21778,0.62759,0.2752,0.41187,0.59753
0.6,0.46,0.41997,0.25328,0.26675,0.41533,0.016919,0.4245,0.23704
0.75,0.46,0.25844,0.11687,0.20549,0.21028,0.11049,0.25947,0.0062692
0.9,0.46,0.101,0.032848,0.090308,0.0623,0.070054,0.084918,0.042523
1.05,0.46,0.049145,0.01061,0.046854,0.020706,0.042383,0.029901,0.03591
1.2,0.46,0.19095,0.022955,0.18818,0.045249,0.18276,0.067934,0.17441
1.35,0.46,0.32433,0.011495,0.32387,0.02202,0.32325,0.035536,0.32168
1.5,0.46,0.44959,0.018165,0.4487,0.038089,0.44762,0.052319,0.44524
1.65,0.46,0.5672,0.061732,0.56013,0.12545,0.54725,0.17918,0.52766
1.8,0.46,0.67768,0.1159,0.65713,0.23209,0.61846,0.33017,0.56216
1.95,0.46,0.78154,0.17813,0.73963,0.35163,0.6606,0.49303,0.54883
2.1,0.46,0.87929,0.24644,0.80811,0.47908,0.67492,0.65814,0.49189
2.25,0.46,0.97139,0.31927,0.86331,0.61056,0.66369,0.81822,0.39758
2.4,0.46,1.0583,0.39543,0.90619,0.74307,0.62967,0.96796,0.27298
2.55,0.46,1.1403,0.47394,0.93772,0.87435,0.57581,1.1036,0.12554
2.7,0.46,1.2179,0.55406,0.95891,1.0026,0.50499,1.2228,0.047609
2.85,0.46,1.2914,0.63517,0.97073,1.1266,0.4199,1.324,0.22076
3,0.46,1.361,0.71678,0.97411,1.2454,0.32299,1.4067,0.40451
3.15,0.46,1.427,0.79852,0.96988,1.3582,0.21647,1.4707,0.59122
3.3,0.46,1.4898,0.88007,0.95885,1.4645,0.10228,1.5166,0.77719
3.45,0.46,1.5494,0.96117,0.94173,1.5641,0.017898,1.5451,0.95942
3.6,0.46,1.6062,1.0416,0.91917,1.6568,0.14255,1.5571,1.1355
3.75,0.46,1.6603,1.1213,0.89177,1.7426,0.27043,1.5537,1.3035
3.9,0.46,1.7119,1.2,0.86004,1.8213,0.4004,1.5361,1.4618
4.05,0.46,1.7611,1.2777,0.82448,1.8933,0.53151,1.5055,1.6092
4.2,0.46,1.8082,1.3542,0.7855,1.9586,0.66293,1.463,1.7448
4.35,0.46,1.8531,1.4295,0.7435,2.0174,0.79394,1.4098,1.8681
4.5,0.46,1.8962,1.5036,0.69881,2.0699,0.92392,1.3469,1.9787
4.65,0.46,1.9374,1.5765,0.65174,2.1165,1.0523,1.2754,2.0763
4.8,0.46,1.977,1.648,0.60258,2.1573,1.1787,1.1962,2.1612
4.95,0.46,2.0149,1.7182,0.55157,2.1927,1.3027,1.1101,2.2334
5.1,0.46,2.0513,1.7871,0.49894,2.2229,1.424,1.0181,2.2933
5.25,0.46,2.0862,1.8546,0.44488,2.2482,1.5423,0.92081,2.3413
5.4,0.46,2.1199,1.9208,0.38959,2.2689,1.6572,0.81898,2.3779
5.55,0.46,2.1522,1.9856,0.33323,2.2851,1.7688,0.71325,2.4035
5.7,0.46,2.1834,2.0491,0.27595,2.2973,1.8767,0.6042,2.4187
5.85,0.46,2.2134,2.1113,0.2179,2.3056,1.981,0.49238,2.424
6,0.46,2.2423,2.1722,0.15922,2.3102,2.0814,0.37829,2.4201
6.15,0.46,2.2702,2.2318,0.10014,2.3115,2.1779,0.26237,2.4075
6.3,0.46,2.2972,2.2901,0.041444,2.3095,2.2706,0.14505,2.3867
6.45,0.46,2.3232,2.3472,0.024159,2.3045,2.3593,0.026714,2.3582
6.6,0.46,2.3483,2.403,0.082158,2.2966,2.444,0.092286,2.3226
6.75,0.46,2.3727,2.4576,0.14249,2.2861,2.5249,0.21162,2.2802
6.9,0.46,2.3962,2.5111,0.20321,2.2731,2.6019,0.331,2.2317
7.05,0.46,2.4189,2.5633,0.2641,2.2578,2.6751,0.45014,2.1773
7.2,0.46,2.441,2.6144,0.32506,2.2403,2.7445,0.56878,2.1176
7.35,0.46,2.4623,2.6643,0.38601,2.2207,2.8102,0.68671,2.0529
7.5,0.46,2.4831,2.7132,0.44691,2.1992,2.8724,0.8037,1.9835
7.65,0.46,2.5031,2.7609,0.50771,2.1759,2.931,0.91955,1.9099
7.8,0.46,2.5226,2.8076,0.56837,2.1508,2.9862,1.0341,1.8323
7.95,0.46,2.5416,2.8533,0.62884,2.1242,3.0381,1.1472,1.7512
8.1,0.46,2.5599,2.8979,0.6891,2.096,3.0867,1.2586,1.6667
8.25,0.46,2.5778,2.9415,0.74911,2.0665,3.1323,1.3683,1.5792
8.4,0.46,2.5951,2.9842,0.80885,2.0356,3.1748,1.4761,1.4889
8.55,0.46,2.612,3.0259,0.86829,2.0035,3.2144,1.5818,1.3961
8.7,0.46,2.6284,3.0667,0.9274,1.9702,3.2512,1.6855,1.301
8.85,0.46,2.6444,3.1066,0.98616,1.9358,3.2852,1.787,1.2039
9,0.46,2.66,3.1456,1.0446,1.9004,3.3167,1.8863,1.105
9.15,0.46,2.6751,3.1838,1.1026,1.8641,3.3457,1.9832,1.0045
9.3,0.46,2.6899,3.2211,1.1602,1.8268,3.3722,2.0777,0.90261
9.45,0.46,2.7043,3.2575,1.2174,1.7886,3.3964,2.1698,0.79953
9.6,0.46,2.7183,3.2932,1.2741,1.7497,3.4184,2.2594,0.69547
9.75,0.46,2.732,3.3281,1.3304,1.71,3.4383,2.3466,0.59067
9.9,0.46,2.7454,3.3622,1.3863,1.6696,3.4561,2.4312,0.4854
10.05,0.46,2.7584,3.3956,1.4417,1.6285,3.4719,2.5133,0.38006
10.2,0.46,2.7711,3.4283,1.4966,1.5869,3.4858,2.5929,0.27547
10.35,0.46,2.7835,3.4603,1.5511,1.5446,3.4979,2.67,0.17397
10.5,0.46,2.7957,3.4916,1.605,1.5018,3.5082,2.7446,0.088584
10.65,0.46,2.8075,3.5222,1.6585,1.4586,3.5169,2.8166,0.093607
10.8,0.46,2.8191,3.5521,1.7114,1.4148,3.5239,2.8862,0.18179
10.95,0.46,2.8305,3.5814,1.7638,1.3706,3.5294,2.9534,0.28398
11.1,0.46,2.8416,3.6101,1.8157,1.326,3.5333,3.0182,0.38911
11.25,0.46,2.8524,3.6382,1.8671,1.281,3.5359,3.0806,0.49509
11.4,0.46,2.863,3.6657,1.918,1.2357,3.537,3.1407,0.6012
11.55,0.46,2.8734,3.6926,1.9683,1.19,3.5368,3.1986,0.70712
11.7,0.46,2.8836,3.719,2.0181,1.1441,3.5353,3.2542,0.81265
11.85,0.46,2.8936,3.7448,2.0674,1.0979,3.5325,3.3076,0.91765
12,0.46,2.9033,3.7701,2.1162,1.0514,3.5286,3.3589,1.022
12.15,0.46,2.9129,3.7949,2.1644,1.0047,3.5235,3.4082,1.1256
12.3,0.46,2.9223,3.8192,2.212,0.95773,3.5173,3.4554,1.2284
12.45,0.46,2.9315,3.8429,2.2592,0.91061,3.51,3.5007,1.3303
12.6,0.46,2.9405,3.8662,2.3058,0.86332,3.5017,3.5441,1.4312
12.75,0.46,2.9493,3.8891,2.3518,0.81588,3.4924,3.5857,1.5311
12.9,0.46,2.958,3.9114,2.3974,0.7683,3.4821,3.6255,1.6299
13.05,0.46,2.9665,3.9334,2.4423,0.7206,3.4708,3.6635,1.7276
13.2,0.46,2.9748,3.9549,2.4868,0.67279,3.4587,3.6999,1.8241
13.35,0.46,2.983,3.976,2.5307,0.6249,3.4457,3.7347,1.9193
13.5,0.46,2.9911,3.9966,2.5741,0.57693,3.4318,3.7679,2.0132
13.65,0.46,2.999,4.0169,2.617,0.52889,3.4171,3.7996,2.1058
13.8,0.46,3.0067,4.0368,2.6593,0.48081,3.4016,3.8298,2.197
13.95,0.46,3.0144,4.0563,2.7011,0.4327,3.3854,3.8587,2.2868
14.1,0.46,3.0219,4.0754,2.7424,0.38456,3.3684,3.8862,2.3751
14.25,0.46,3.0292,4.0942,2.7832,0.3364,3.3506,3.9124,2.462
14.4,0.46,3.0365,4.1126,2.8234,0.28825,3.3322,3.9373,2.5473
14.55,0.46,3.0436,4.1306,2.8631,0.24011,3.3131,3.961,2.6312
14.7,0.46,3.0506,4.1484,2.9024,0.19199,3.2933,3.9835,2.7135
14.85,0.46,3.0574,4.1658,2.9411,0.14389,3.2729,4.0049,2.7942
15,0.46,3.0642,4.1828,2.9793,0.095842,3.2518,4.0252,2.8733
0.15,0.47,0.75242,0.98701,0.56861,0.24821,0.89253,0.90645,0.32267
0.3,0.47,0.72104,0.70818,0.031698,0.73111,0.68717,0.079374,0.75914
0.45,0.47,0.58635,0.43111,0.2699,0.62753,0.18948,0.49445,0.54709
0.6,0.47,0.42495,0.23187,0.29832,0.39421,0.083728,0.44118,0.15365
0.75,0.47,0.26056,0.10219,0.22049,0.1886,0.1466,0.24594,0.051109
0.9,0.47,0.10152,0.026754,0.094476,0.051663,0.080869,0.07288,0.061766
1.05,0.47,0.049276,0.007548,0.048119,0.014911,0.045835,0.021963,0.042454
1.2,0.47,0.19104,0.010886,0.1904,0.021556,0.18922,0.032889,0.18719
1.35,0.47,0.32386,0.0090435,0.32353,0.018727,0.32324,0.026043,0.3223
1.5,0.47,0.44816,0.046449,0.44312,0.093805,0.43394,0.13541,0.41973
1.65,0.47,0.5645,0.096964,0.5473,0.19348,0.51496,0.27665,0.46727
1.8,0.47,0.67348,0.15728,0.63565,0.30962,0.5645,0.43426,0.46293
1.95,0.47,0.77567,0.22488,0.70853,0.43589,0.58354,0.59617,0.41067
2.1,0.47,0.87161,0.29783,0.76678,0.56746,0.57451,0.75336,0.31746
2.25,0.47,0.9618,0.37465,0.81145,0.70067,0.54059,0.8994,0.1914
2.4,0.47,1.0467,0.45416,0.84368,0.83276,0.48516,1.0299,0.041422
2.55,0.47,1.1267,0.53547,0.86464,0.96167,0.41155,1.1421,0.12938
2.7,0.47,1.2023,0.61788,0.87546,1.0859,0.32286,1.2346,0.30917
2.85,0.47,1.2737,0.70081,0.87719,1.2044,0.22191,1.3067,0.49491
3,0.47,1.3412,0.78382,0.87081,1.3163,0.1112,1.3587,0.6818
3.15,0.47,1.4052,0.86657,0.85722,1.4211,0.0082275,1.3913,0.866
3.3,0.47,1.4659,0.94877,0.83723,1.5187,0.13135,1.4056,1.0444
3.45,0.47,1.5235,1.0302,0.81157,1.6087,0.25948,1.4028,1.2144
3.6,0.47,1.5783,1.1107,0.7809,1.6912,0.39033,1.3842,1.3741
3.75,0.47,1.6304,1.1901,0.7458,1.7663,0.52267,1.3512,1.5219
3.9,0.47,1.68,1.2683,0.7068,1.8341,0.65549,1.3054,1.6569
4.05,0.47,1.7273,1.3453,0.66435,1.8949,0.78791,1.2478,1.7782
4.2,0.47,1.7725,1.4209,0.61888,1.9488,0.91918,1.18,1.8855
4.35,0.47,1.8157,1.4952,0.57075,1.9962,1.0487,1.1029,1.9787
4.5,0.47,1.8569,1.568,0.5203,2.0374,1.1758,1.0178,2.0577
4.65,0.47,1.8964,1.6394,0.46782,2.0726,1.3002,0.9256,2.123
4.8,0.47,1.9342,1.7093,0.41358,2.1022,1.4215,0.82729,2.175
4.95,0.47,1.9704,1.7778,0.3578,2.1265,1.5393,0.72372,2.214
5.1,0.47,2.0052,1.8448,0.30072,2.1458,1.6533,0.61565,2.2408
5.25,0.47,2.0386,1.9104,0.24251,2.1604,1.7635,0.50382,2.256
5.4,0.47,2.0707,1.9745,0.18337,2.1706,1.8696,0.38885,2.2602
5.55,0.47,2.1015,2.0372,0.12349,2.1766,1.9716,0.27136,2.2542
5.7,0.47,2.1312,2.0985,0.063273,2.1787,2.0692,0.15187,2.2384
5.85,0.47,2.1597,2.1584,0.011333,2.1772,2.1626,0.030897,2.2137
6,0.47,2.1873,2.2169,0.061779,2.1723,2.2517,0.091124,2.1806
6.15,0.47,2.2138,2.2741,0.12332,2.1642,2.3364,0.21378,2.1398
6.3,0.47,2.2394,2.33,0.18546,2.1532,2.4169,0.33668,2.0917
6.45,0.47,2.2641,2.3845,0.24787,2.1393,2.4932,0.45949,2.037
6.6,0.47,2.288,2.4378,0.3104,2.1228,2.5653,0.5819,1.9761
6.75,0.47,2.311,2.4899,0.37298,2.1039,2.6334,0.70361,1.9096
6.9,0.47,2.3334,2.5407,0.43554,2.0828,2.6974,0.82436,1.8378
7.05,0.47,2.3549,2.5903,0.49802,2.0595,2.7576,0.94391,1.7613
7.2,0.47,2.3758,2.6388,0.56036,2.0342,2.8141,1.062,1.6805
7.35,0.47,2.3961,2.6861,0.62252,2.007,2.8668,1.1785,1.5956
7.5,0.47,2.4157,2.7323,0.68446,1.9781,2.9161,1.2932,1.5072
7.65,0.47,2.4347,2.7774,0.74614,1.9476,2.9619,1.4059,1.4155
7.8,0.47,2.4531,2.8215,0.80751,1.9156,3.0045,1.5165,1.3208
7.95,0.47,2.471,2.8645,0.86856,1.8821,3.0439,1.6249,1.2235
8.1,0.47,2.4884,2.9066,0.92925,1.8473,3.0802,1.7309,1.1238
8.25,0.47,2.5053,2.9476,0.98956,1.8113,3.1136,1.8344,1.022
8.4,0.47,2.5217,2.9877,1.0495,1.7742,3.1442,1.9353,0.91838
8.55,0.47,2.5376,3.0269,1.1089,1.7359,3.1721,2.0336,0.81315
8.7,0.47,2.5532,3.0652,1.1679,1.6966,3.1974,2.1291,0.70655
8.85,0.47,2.5682,3.1026,1.2265,1.6564,3.2202,2.222,0.59877
9,0.47,2.5829,3.1391,1.2845,1.6153,3.2406,2.312,0.49003
9.15,0.47,2.5972,3.1748,1.3421,1.5734,3.2588,2.3992,0.38051
9.3,0.47,2.6112,3.2097,1.3991,1.5308,3.2748,2.4835,0.27041
9.45,0.47,2.6247,3.2438,1.4557,1.4874,3.2887,2.565,0.15997
9.6,0.47,2.638,3.2771,1.5117,1.4434,3.3006,2.6436,0.050055
9.75,0.47,2.6509,3.3097,1.5671,1.3987,3.3105,2.7194,0.063587
9.9,0.47,2.6635,3.3416,1.622,1.3535,3.3186,2.7924,0.17393
10.05,0.47,2.6758,3.3727,1.6763,1.3078,3.325,2.8626,0.28472
10.2,0.47,2.6878,3.4032,1.7301,1.2615,3.3296,2.93,0.39535
10.35,0.47,2.6995,3.433,1.7833,1.2149,3.3326,2.9947,0.50565
10.5,0.47,2.7109,3.4621,1.8359,1.1678,3.3341,3.0567,0.61549
10.65,0.47,2.7221,3.4906,1.8879,1.1203,3.334,3.1161,0.72476
10.8,0.47,2.733,3.5185,1.9393,1.0725,3.3325,3.173,0.83336
10.95,0.47,2.7437,3.5458,1.9902,1.0243,3.3296,3.2273,0.94119
11.1,0.47,2.7541,3.5725,2.0404,0.97591,3.3254,3.2792,1.0482
11.25,0.47,2.7643,3.5987,2.0901,0.92722,3.3199,3.3287,1.1542
11.4,0.47,2.7743,3.6243,2.1391,0.87829,3.3132,3.3759,1.2593
11.55,0.47,2.7841,3.6493,2.1876,0.82915,3.3052,3.4209,1.3632
11.7,0.47,2.7937,3.6739,2.2355,0.77982,3.2962,3.4637,1.466
11.85,0.47,2.803,3.6979,2.2827,0.73033,3.286,3.5044,1.5676
12,0.47,2.8122,3.7215,2.3294,0.68068,3.2747,3.543,1.6679
12.15,0.47,2.8212,3.7445,2.3755,0.63091,3.2624,3.5797,1.7668
12.3,0.47,2.83,3.7671,2.421,0.58104,3.2492,3.6144,1.8644
12.45,0.47,2.8387,3.7892,2.4659,0.53107,3.2349,3.6474,1.9605
12.6,0.47,2.8471,3.8109,2.5102,0.48103,3.2197,3.6786,2.0551
12.75,0.47,2.8554,3.8322,2.554,0.43094,3.2037,3.708,2.1482
